"id";"created_at";"respuesta";"updated_at";"question_id";"user_id"
"5022";"2025-05-09 20:56:44,425806";"3-4";"2025-05-09 20:56:44,425806";"4";"1"
"5023";"2025-05-09 20:56:44,612034";"Regular";"2025-05-09 20:56:44,612034";"9";"1"
"5024";"2025-05-09 20:56:44,791992";"Entre 3 y 6 horas";"2025-05-09 20:56:44,791992";"10";"1"
"5025";"2025-05-09 20:56:44,983364";"Entre 5 y 6 horas";"2025-05-09 20:56:44,983364";"11";"1"
"5026";"2025-05-09 20:56:45,163648";"Pilates";"2025-05-09 20:56:45,163648";"12";"1"
"5027";"2025-05-09 20:56:46,521046";"1-2";"2025-05-09 20:56:46,521046";"4";"1"
"5028";"2025-05-09 20:56:46,703270";"Regular";"2025-05-09 20:56:46,703270";"9";"1"
"5029";"2025-05-09 20:56:47,051602";"Mas de 6 horas";"2025-05-09 20:56:47,051602";"10";"1"
"5030";"2025-05-09 20:56:47,229063";"Entre 5 y 6 horas";"2025-05-09 20:56:47,229063";"11";"1"
"5031";"2025-05-09 20:56:47,411938";"Correr";"2025-05-09 20:56:47,411938";"12";"1"
"5032";"2025-05-09 20:56:48,764454";"Diario";"2025-05-09 20:56:48,764454";"4";"1"
"5033";"2025-05-09 20:56:48,966914";"Regular";"2025-05-09 20:56:48,966914";"9";"1"
"5034";"2025-05-09 20:56:49,146310";"Entre 3 y 6 horas";"2025-05-09 20:56:49,146310";"10";"1"
"5035";"2025-05-09 20:56:49,330085";"Entre 7 y 8 horas";"2025-05-09 20:56:49,330085";"11";"1"
"5036";"2025-05-09 20:56:49,507007";"Correr";"2025-05-09 20:56:49,507007";"12";"1"
"5037";"2025-05-09 20:56:50,820204";"3-4";"2025-05-09 20:56:50,820204";"4";"1"
"5038";"2025-05-09 20:56:51,002085";"Saludable";"2025-05-09 20:56:51,002085";"9";"1"
"5039";"2025-05-09 20:56:51,207072";"Entre 3 y 6 horas";"2025-05-09 20:56:51,207072";"10";"1"
"5040";"2025-05-09 20:56:51,421575";"Entre 7 y 8 horas";"2025-05-09 20:56:51,421575";"11";"1"
"5041";"2025-05-09 20:56:51,631874";"Crossfit";"2025-05-09 20:56:51,631874";"12";"1"
"5042";"2025-05-09 20:56:53,097993";"1-2";"2025-05-09 20:56:53,097993";"4";"1"
"5043";"2025-05-09 20:56:53,292962";"Saludable";"2025-05-09 20:56:53,292962";"9";"1"
"5044";"2025-05-09 20:56:53,472727";"Entre 3 y 6 horas";"2025-05-09 20:56:53,472727";"10";"1"
"5045";"2025-05-09 20:56:53,654079";"Menos de 5 horas";"2025-05-09 20:56:53,654079";"11";"1"
"5046";"2025-05-09 20:56:53,849539";"Fútbol";"2025-05-09 20:56:53,849539";"12";"1"
"5047";"2025-05-09 20:56:55,129873";"3-4";"2025-05-09 20:56:55,129873";"4";"1"
"5048";"2025-05-09 20:56:55,311080";"Muy saludable";"2025-05-09 20:56:55,311080";"9";"1"
"5049";"2025-05-09 20:56:55,491841";"Menos de 3 horas";"2025-05-09 20:56:55,491841";"10";"1"
"5050";"2025-05-09 20:56:55,669463";"Entre 5 y 6 horas";"2025-05-09 20:56:55,669463";"11";"1"
"5051";"2025-05-09 20:56:55,864016";"Baile";"2025-05-09 20:56:55,864016";"12";"1"
"5052";"2025-05-09 20:56:57,148138";"1-2";"2025-05-09 20:56:57,148138";"4";"1"
"5053";"2025-05-09 20:56:57,329858";"Regular";"2025-05-09 20:56:57,329858";"9";"1"
"5054";"2025-05-09 20:56:57,508706";"Entre 3 y 6 horas";"2025-05-09 20:56:57,508706";"10";"1"
"5055";"2025-05-09 20:56:57,693971";"Entre 5 y 6 horas";"2025-05-09 20:56:57,693971";"11";"1"
"5056";"2025-05-09 20:56:57,894475";"Artes marciales";"2025-05-09 20:56:57,894475";"12";"1"
"5057";"2025-05-09 20:56:59,237881";"Nunca";"2025-05-09 20:56:59,237881";"4";"1"
"5058";"2025-05-09 20:56:59,429979";"Muy saludable";"2025-05-09 20:56:59,429979";"9";"1"
"5059";"2025-05-09 20:56:59,609635";"Todo el dia";"2025-05-09 20:56:59,609635";"10";"1"
"5060";"2025-05-09 20:56:59,798218";"Menos de 5 horas";"2025-05-09 20:56:59,798218";"11";"1"
"5061";"2025-05-09 20:56:59,992557";"Gimnasia";"2025-05-09 20:56:59,992557";"12";"1"
"5062";"2025-05-09 20:57:01,327169";"1-2";"2025-05-09 20:57:01,327169";"4";"1"
"5063";"2025-05-09 20:57:01,544548";"Regular";"2025-05-09 20:57:01,544548";"9";"1"
"5064";"2025-05-09 20:57:01,743639";"Mas de 6 horas";"2025-05-09 20:57:01,743639";"10";"1"
"5065";"2025-05-09 20:57:01,923815";"Menos de 5 horas";"2025-05-09 20:57:01,923815";"11";"1"
"5066";"2025-05-09 20:57:02,100880";"Pilates";"2025-05-09 20:57:02,100880";"12";"1"
"5067";"2025-05-09 20:57:03,423238";"Nunca";"2025-05-09 20:57:03,423238";"4";"1"
"5068";"2025-05-09 20:57:03,613205";"Muy saludable";"2025-05-09 20:57:03,613205";"9";"1"
"5069";"2025-05-09 20:57:03,814361";"Entre 3 y 6 horas";"2025-05-09 20:57:03,814361";"10";"1"
"5070";"2025-05-09 20:57:03,997486";"Entre 7 y 8 horas";"2025-05-09 20:57:03,997486";"11";"1"
"5071";"2025-05-09 20:57:04,201153";"Pilates";"2025-05-09 20:57:04,201153";"12";"1"
"5072";"2025-05-09 20:57:05,581684";"3-4";"2025-05-09 20:57:05,581684";"4";"1"
"5073";"2025-05-09 20:57:05,774249";"Saludable";"2025-05-09 20:57:05,774249";"9";"1"
"5074";"2025-05-09 20:57:05,963185";"Todo el dia";"2025-05-09 20:57:05,963185";"10";"1"
"5075";"2025-05-09 20:57:06,148125";"Mas de 8 horas";"2025-05-09 20:57:06,148125";"11";"1"
"5076";"2025-05-09 20:57:06,338514";"Fútbol";"2025-05-09 20:57:06,338514";"12";"1"
"5077";"2025-05-09 20:57:07,694097";"1-2";"2025-05-09 20:57:07,694097";"4";"1"
"5078";"2025-05-09 20:57:07,969408";"Regular";"2025-05-09 20:57:07,969408";"9";"1"
"5079";"2025-05-09 20:57:08,192719";"Mas de 6 horas";"2025-05-09 20:57:08,192719";"10";"1"
"5080";"2025-05-09 20:57:08,426384";"Entre 7 y 8 horas";"2025-05-09 20:57:08,426384";"11";"1"
"5081";"2025-05-09 20:57:08,737954";"Caminatas";"2025-05-09 20:57:08,737954";"12";"1"
"5082";"2025-05-09 20:57:10,159827";"Nunca";"2025-05-09 20:57:10,159827";"4";"1"
"5083";"2025-05-09 20:57:10,366382";"Regular";"2025-05-09 20:57:10,366382";"9";"1"
"5084";"2025-05-09 20:57:10,552018";"Menos de 3 horas";"2025-05-09 20:57:10,552018";"10";"1"
"5085";"2025-05-09 20:57:10,731966";"Menos de 5 horas";"2025-05-09 20:57:10,731966";"11";"1"
"5086";"2025-05-09 20:57:10,909685";"Yoga";"2025-05-09 20:57:10,909685";"12";"1"
"5087";"2025-05-09 20:57:12,260161";"3-4";"2025-05-09 20:57:12,260161";"4";"1"
"5088";"2025-05-09 20:57:12,456909";"Muy saludable";"2025-05-09 20:57:12,456909";"9";"1"
"5089";"2025-05-09 20:57:12,642726";"Menos de 3 horas";"2025-05-09 20:57:12,642726";"10";"1"
"5090";"2025-05-09 20:57:12,829379";"Entre 7 y 8 horas";"2025-05-09 20:57:12,829379";"11";"1"
"5091";"2025-05-09 20:57:13,029202";"Caminatas";"2025-05-09 20:57:13,029202";"12";"1"
"5092";"2025-05-09 20:57:14,342173";"3-4";"2025-05-09 20:57:14,342173";"4";"1"
"5093";"2025-05-09 20:57:14,521409";"Regular";"2025-05-09 20:57:14,521409";"9";"1"
"5094";"2025-05-09 20:57:14,715772";"Entre 3 y 6 horas";"2025-05-09 20:57:14,715772";"10";"1"
"5095";"2025-05-09 20:57:14,907179";"Entre 7 y 8 horas";"2025-05-09 20:57:14,907179";"11";"1"
"5096";"2025-05-09 20:57:15,093509";"Baloncesto";"2025-05-09 20:57:15,093509";"12";"1"
"5097";"2025-05-09 20:57:16,367956";"1-2";"2025-05-09 20:57:16,367956";"4";"1"
"5098";"2025-05-09 20:57:16,549076";"Regular";"2025-05-09 20:57:16,549076";"9";"1"
"5099";"2025-05-09 20:57:16,759482";"Entre 3 y 6 horas";"2025-05-09 20:57:16,759482";"10";"1"
"5100";"2025-05-09 20:57:16,939603";"Entre 7 y 8 horas";"2025-05-09 20:57:16,939603";"11";"1"
"5101";"2025-05-09 20:57:17,122752";"Yoga";"2025-05-09 20:57:17,122752";"12";"1"
"5102";"2025-05-09 20:57:18,379684";"Nunca";"2025-05-09 20:57:18,379684";"4";"1"
"5103";"2025-05-09 20:57:18,571446";"Regular";"2025-05-09 20:57:18,571446";"9";"1"
"5104";"2025-05-09 20:57:18,843985";"Entre 3 y 6 horas";"2025-05-09 20:57:18,843985";"10";"1"
"5105";"2025-05-09 20:57:19,022454";"Entre 5 y 6 horas";"2025-05-09 20:57:19,022454";"11";"1"
"5106";"2025-05-09 20:57:19,204119";"Senderismo";"2025-05-09 20:57:19,204119";"12";"1"
"5107";"2025-05-09 20:57:20,467899";"1-2";"2025-05-09 20:57:20,467899";"4";"1"
"5108";"2025-05-09 20:57:20,649584";"Regular";"2025-05-09 20:57:20,649584";"9";"1"
"5109";"2025-05-09 20:57:20,831674";"Mas de 6 horas";"2025-05-09 20:57:20,831674";"10";"1"
"5110";"2025-05-09 20:57:21,012354";"Entre 7 y 8 horas";"2025-05-09 20:57:21,012354";"11";"1"
"5111";"2025-05-09 20:57:21,202382";"Senderismo";"2025-05-09 20:57:21,202382";"12";"1"
"5112";"2025-05-09 20:57:22,471963";"Diario";"2025-05-09 20:57:22,471963";"4";"1"
"5113";"2025-05-09 20:57:22,662030";"Regular";"2025-05-09 20:57:22,662030";"9";"1"
"5114";"2025-05-09 20:57:22,849192";"Entre 3 y 6 horas";"2025-05-09 20:57:22,849192";"10";"1"
"5115";"2025-05-09 20:57:23,029536";"Entre 7 y 8 horas";"2025-05-09 20:57:23,029536";"11";"1"
"5116";"2025-05-09 20:57:23,227758";"Natación";"2025-05-09 20:57:23,227758";"12";"1"
"5117";"2025-05-09 20:57:24,498990";"1-2";"2025-05-09 20:57:24,498990";"4";"1"
"5118";"2025-05-09 20:57:24,681204";"Regular";"2025-05-09 20:57:24,681204";"9";"1"
"5119";"2025-05-09 20:57:24,865224";"Entre 3 y 6 horas";"2025-05-09 20:57:24,865224";"10";"1"
"5120";"2025-05-09 20:57:25,043346";"Mas de 8 horas";"2025-05-09 20:57:25,043346";"11";"1"
"5121";"2025-05-09 20:57:25,286379";"Caminatas";"2025-05-09 20:57:25,286379";"12";"1"
"5122";"2025-05-09 20:57:26,592437";"Nunca";"2025-05-09 20:57:26,592437";"4";"1"
"5123";"2025-05-09 20:57:26,929006";"Regular";"2025-05-09 20:57:26,929006";"9";"1"
"5124";"2025-05-09 20:57:27,167698";"Mas de 6 horas";"2025-05-09 20:57:27,167698";"10";"1"
"5125";"2025-05-09 20:57:27,435483";"Entre 5 y 6 horas";"2025-05-09 20:57:27,435483";"11";"1"
"5126";"2025-05-09 20:57:27,864605";"Fútbol";"2025-05-09 20:57:27,864605";"12";"1"
"5127";"2025-05-09 20:57:29,245111";"3-4";"2025-05-09 20:57:29,245111";"4";"1"
"5128";"2025-05-09 20:57:29,448233";"Muy saludable";"2025-05-09 20:57:29,448233";"9";"1"
"5129";"2025-05-09 20:57:29,635142";"Mas de 6 horas";"2025-05-09 20:57:29,635142";"10";"1"
"5130";"2025-05-09 20:57:29,823746";"Entre 7 y 8 horas";"2025-05-09 20:57:29,823746";"11";"1"
"5131";"2025-05-09 20:57:30,033882";"Fútbol";"2025-05-09 20:57:30,033882";"12";"1"
"5132";"2025-05-09 20:57:31,370568";"1-2";"2025-05-09 20:57:31,370568";"4";"1"
"5133";"2025-05-09 20:57:31,569148";"Regular";"2025-05-09 20:57:31,569148";"9";"1"
"5134";"2025-05-09 20:57:31,759845";"Mas de 6 horas";"2025-05-09 20:57:31,759845";"10";"1"
"5135";"2025-05-09 20:57:31,942524";"Entre 7 y 8 horas";"2025-05-09 20:57:31,942524";"11";"1"
"5136";"2025-05-09 20:57:32,142324";"Caminatas";"2025-05-09 20:57:32,142324";"12";"1"
"5137";"2025-05-09 20:57:33,453606";"3-4";"2025-05-09 20:57:33,453606";"4";"1"
"5138";"2025-05-09 20:57:33,652428";"Muy saludable";"2025-05-09 20:57:33,652428";"9";"1"
"5139";"2025-05-09 20:57:33,865299";"Entre 3 y 6 horas";"2025-05-09 20:57:33,865299";"10";"1"
"5140";"2025-05-09 20:57:34,061413";"Menos de 5 horas";"2025-05-09 20:57:34,061413";"11";"1"
"5141";"2025-05-09 20:57:34,321650";"Pilates";"2025-05-09 20:57:34,321650";"12";"1"
"5142";"2025-05-09 20:57:35,658811";"1-2";"2025-05-09 20:57:35,658811";"4";"1"
"5143";"2025-05-09 20:57:35,873492";"Saludable";"2025-05-09 20:57:35,873492";"9";"1"
"5144";"2025-05-09 20:57:36,067258";"Entre 3 y 6 horas";"2025-05-09 20:57:36,067258";"10";"1"
"5145";"2025-05-09 20:57:36,251607";"Entre 7 y 8 horas";"2025-05-09 20:57:36,251607";"11";"1"
"5146";"2025-05-09 20:57:36,433037";"Yoga";"2025-05-09 20:57:36,433037";"12";"1"
"5147";"2025-05-09 20:57:37,726328";"Diario";"2025-05-09 20:57:37,726328";"4";"1"
"5148";"2025-05-09 20:57:37,911558";"Saludable";"2025-05-09 20:57:37,911558";"9";"1"
"5149";"2025-05-09 20:57:38,110229";"Mas de 6 horas";"2025-05-09 20:57:38,110229";"10";"1"
"5150";"2025-05-09 20:57:38,303265";"Entre 7 y 8 horas";"2025-05-09 20:57:38,303265";"11";"1"
"5151";"2025-05-09 20:57:38,481718";"Escalada";"2025-05-09 20:57:38,481718";"12";"1"
"5152";"2025-05-09 20:57:40,001310";"1-2";"2025-05-09 20:57:40,001310";"4";"1"
"5153";"2025-05-09 20:57:40,366299";"Regular";"2025-05-09 20:57:40,366299";"9";"1"
"5154";"2025-05-09 20:57:40,557709";"Menos de 3 horas";"2025-05-09 20:57:40,557709";"10";"1"
"5155";"2025-05-09 20:57:40,771034";"Entre 7 y 8 horas";"2025-05-09 20:57:40,771034";"11";"1"
"5156";"2025-05-09 20:57:40,961309";"Tenis";"2025-05-09 20:57:40,961309";"12";"1"
"5157";"2025-05-09 20:57:42,253185";"3-4";"2025-05-09 20:57:42,253185";"4";"1"
"5158";"2025-05-09 20:57:42,435456";"Saludable";"2025-05-09 20:57:42,435456";"9";"1"
"5159";"2025-05-09 20:57:42,622670";"Mas de 6 horas";"2025-05-09 20:57:42,622670";"10";"1"
"5160";"2025-05-09 20:57:42,817002";"Entre 7 y 8 horas";"2025-05-09 20:57:42,817002";"11";"1"
"5161";"2025-05-09 20:57:43,014456";"Caminatas";"2025-05-09 20:57:43,014456";"12";"1"
"5162";"2025-05-09 20:57:44,319949";"Nunca";"2025-05-09 20:57:44,319949";"4";"1"
"5163";"2025-05-09 20:57:44,505005";"Poco saludable";"2025-05-09 20:57:44,505005";"9";"1"
"5164";"2025-05-09 20:57:44,815739";"Entre 3 y 6 horas";"2025-05-09 20:57:44,815739";"10";"1"
"5165";"2025-05-09 20:57:45,218527";"Entre 5 y 6 horas";"2025-05-09 20:57:45,218527";"11";"1"
"5166";"2025-05-09 20:57:45,403042";"Artes marciales";"2025-05-09 20:57:45,403042";"12";"1"
"5167";"2025-05-09 20:57:46,696701";"Diario";"2025-05-09 20:57:46,696701";"4";"1"
"5168";"2025-05-09 20:57:46,879121";"Saludable";"2025-05-09 20:57:46,879121";"9";"1"
"5169";"2025-05-09 20:57:47,059355";"Menos de 3 horas";"2025-05-09 20:57:47,059355";"10";"1"
"5170";"2025-05-09 20:57:47,240046";"Entre 5 y 6 horas";"2025-05-09 20:57:47,240046";"11";"1"
"5171";"2025-05-09 20:57:47,430779";"Correr";"2025-05-09 20:57:47,430779";"12";"1"
"5172";"2025-05-09 20:57:48,725494";"3-4";"2025-05-09 20:57:48,725494";"4";"1"
"5173";"2025-05-09 20:57:48,907975";"Regular";"2025-05-09 20:57:48,907975";"9";"1"
"5174";"2025-05-09 20:57:49,089684";"Entre 3 y 6 horas";"2025-05-09 20:57:49,089684";"10";"1"
"5175";"2025-05-09 20:57:49,278037";"Entre 5 y 6 horas";"2025-05-09 20:57:49,278037";"11";"1"
"5176";"2025-05-09 20:57:49,532845";"Yoga";"2025-05-09 20:57:49,532845";"12";"1"
"5177";"2025-05-09 20:57:50,831990";"Nunca";"2025-05-09 20:57:50,831990";"4";"1"
"5178";"2025-05-09 20:57:51,016068";"Muy saludable";"2025-05-09 20:57:51,016068";"9";"1"
"5179";"2025-05-09 20:57:51,206031";"Mas de 6 horas";"2025-05-09 20:57:51,206031";"10";"1"
"5180";"2025-05-09 20:57:51,391190";"Entre 7 y 8 horas";"2025-05-09 20:57:51,391190";"11";"1"
"5181";"2025-05-09 20:57:51,580604";"Yoga";"2025-05-09 20:57:51,580604";"12";"1"
"5182";"2025-05-09 20:57:52,890526";"Diario";"2025-05-09 20:57:52,890526";"4";"1"
"5183";"2025-05-09 20:57:53,070290";"Regular";"2025-05-09 20:57:53,070290";"9";"1"
"5184";"2025-05-09 20:57:53,258822";"Mas de 6 horas";"2025-05-09 20:57:53,258822";"10";"1"
"5185";"2025-05-09 20:57:53,445686";"Entre 7 y 8 horas";"2025-05-09 20:57:53,445686";"11";"1"
"5186";"2025-05-09 20:57:53,627565";"Tenis";"2025-05-09 20:57:53,627565";"12";"1"
"5187";"2025-05-09 20:57:54,919578";"1-2";"2025-05-09 20:57:54,919578";"4";"1"
"5188";"2025-05-09 20:57:55,103767";"Regular";"2025-05-09 20:57:55,103767";"9";"1"
"5189";"2025-05-09 20:57:55,285858";"Mas de 6 horas";"2025-05-09 20:57:55,285858";"10";"1"
"5190";"2025-05-09 20:57:55,607168";"Entre 7 y 8 horas";"2025-05-09 20:57:55,607168";"11";"1"
"5191";"2025-05-09 20:57:55,951517";"Entrenamiento de fuerza";"2025-05-09 20:57:55,951517";"12";"1"
"5192";"2025-05-09 20:57:57,349950";"3-4";"2025-05-09 20:57:57,349950";"4";"1"
"5193";"2025-05-09 20:57:57,531857";"Poco saludable";"2025-05-09 20:57:57,531857";"9";"1"
"5194";"2025-05-09 20:57:57,720561";"Entre 3 y 6 horas";"2025-05-09 20:57:57,720561";"10";"1"
"5195";"2025-05-09 20:57:57,908351";"Entre 5 y 6 horas";"2025-05-09 20:57:57,908351";"11";"1"
"5196";"2025-05-09 20:57:58,095586";"Deportes de equipo";"2025-05-09 20:57:58,095586";"12";"1"
"5197";"2025-05-09 20:57:59,414725";"3-4";"2025-05-09 20:57:59,414725";"4";"1"
"5198";"2025-05-09 20:57:59,596329";"Poco saludable";"2025-05-09 20:57:59,596329";"9";"1"
"5199";"2025-05-09 20:57:59,783045";"Entre 3 y 6 horas";"2025-05-09 20:57:59,783045";"10";"1"
"5200";"2025-05-09 20:57:59,965782";"Entre 7 y 8 horas";"2025-05-09 20:57:59,965782";"11";"1"
"5201";"2025-05-09 20:58:00,150001";"Tenis";"2025-05-09 20:58:00,150001";"12";"1"
"5202";"2025-05-09 20:58:01,456001";"Nunca";"2025-05-09 20:58:01,456001";"4";"1"
"5203";"2025-05-09 20:58:01,646023";"Regular";"2025-05-09 20:58:01,646023";"9";"1"
"5204";"2025-05-09 20:58:01,837592";"Menos de 3 horas";"2025-05-09 20:58:01,837592";"10";"1"
"5205";"2025-05-09 20:58:02,042998";"Entre 7 y 8 horas";"2025-05-09 20:58:02,042998";"11";"1"
"5206";"2025-05-09 20:58:02,249565";"Crossfit";"2025-05-09 20:58:02,249565";"12";"1"
"5207";"2025-05-09 20:58:03,555622";"1-2";"2025-05-09 20:58:03,555622";"4";"1"
"5208";"2025-05-09 20:58:03,750171";"Poco saludable";"2025-05-09 20:58:03,750171";"9";"1"
"5209";"2025-05-09 20:58:03,928878";"Menos de 3 horas";"2025-05-09 20:58:03,928878";"10";"1"
"5210";"2025-05-09 20:58:04,108769";"Entre 7 y 8 horas";"2025-05-09 20:58:04,108769";"11";"1"
"5211";"2025-05-09 20:58:04,291541";"Natación";"2025-05-09 20:58:04,291541";"12";"1"
"5212";"2025-05-09 20:58:05,592375";"1-2";"2025-05-09 20:58:05,592375";"4";"1"
"5213";"2025-05-09 20:58:05,777098";"Saludable";"2025-05-09 20:58:05,777098";"9";"1"
"5214";"2025-05-09 20:58:05,958688";"Mas de 6 horas";"2025-05-09 20:58:05,958688";"10";"1"
"5215";"2025-05-09 20:58:06,135208";"Entre 5 y 6 horas";"2025-05-09 20:58:06,135208";"11";"1"
"5216";"2025-05-09 20:58:06,315738";"Deportes de equipo";"2025-05-09 20:58:06,315738";"12";"1"
"5217";"2025-05-09 20:58:07,628673";"3-4";"2025-05-09 20:58:07,628673";"4";"1"
"5218";"2025-05-09 20:58:07,811183";"Poco saludable";"2025-05-09 20:58:07,811183";"9";"1"
"5219";"2025-05-09 20:58:07,998740";"Todo el dia";"2025-05-09 20:58:07,998740";"10";"1"
"5220";"2025-05-09 20:58:08,180548";"Entre 7 y 8 horas";"2025-05-09 20:58:08,180548";"11";"1"
"5221";"2025-05-09 20:58:08,366045";"Tenis";"2025-05-09 20:58:08,366045";"12";"1"
"5222";"2025-05-09 20:58:09,740286";"1-2";"2025-05-09 20:58:09,740286";"4";"1"
"5223";"2025-05-09 20:58:10,017998";"Muy saludable";"2025-05-09 20:58:10,017998";"9";"1"
"5224";"2025-05-09 20:58:10,195627";"Entre 3 y 6 horas";"2025-05-09 20:58:10,195627";"10";"1"
"5225";"2025-05-09 20:58:10,375046";"Entre 7 y 8 horas";"2025-05-09 20:58:10,375046";"11";"1"
"5226";"2025-05-09 20:58:10,566313";"Artes marciales";"2025-05-09 20:58:10,566313";"12";"1"
"5227";"2025-05-09 20:58:11,877469";"Diario";"2025-05-09 20:58:11,877469";"4";"1"
"5228";"2025-05-09 20:58:12,058208";"Saludable";"2025-05-09 20:58:12,058208";"9";"1"
"5229";"2025-05-09 20:58:12,270892";"Menos de 3 horas";"2025-05-09 20:58:12,270892";"10";"1"
"5230";"2025-05-09 20:58:12,450625";"Entre 5 y 6 horas";"2025-05-09 20:58:12,450625";"11";"1"
"5231";"2025-05-09 20:58:12,631287";"Gimnasia";"2025-05-09 20:58:12,631287";"12";"1"
"5232";"2025-05-09 20:58:13,973499";"1-2";"2025-05-09 20:58:13,973499";"4";"1"
"5233";"2025-05-09 20:58:14,160186";"Saludable";"2025-05-09 20:58:14,160186";"9";"1"
"5234";"2025-05-09 20:58:14,345347";"Mas de 6 horas";"2025-05-09 20:58:14,345347";"10";"1"
"5235";"2025-05-09 20:58:14,530207";"Entre 7 y 8 horas";"2025-05-09 20:58:14,530207";"11";"1"
"5236";"2025-05-09 20:58:14,712505";"Deportes de equipo";"2025-05-09 20:58:14,712505";"12";"1"
"5237";"2025-05-09 20:58:16,208377";"3-4";"2025-05-09 20:58:16,208377";"4";"1"
"5238";"2025-05-09 20:58:16,395630";"Regular";"2025-05-09 20:58:16,395630";"9";"1"
"5239";"2025-05-09 20:58:16,574037";"Mas de 6 horas";"2025-05-09 20:58:16,574037";"10";"1"
"5240";"2025-05-09 20:58:16,752590";"Entre 7 y 8 horas";"2025-05-09 20:58:16,752590";"11";"1"
"5241";"2025-05-09 20:58:16,930047";"Artes marciales";"2025-05-09 20:58:16,930047";"12";"1"
"5242";"2025-05-09 20:58:18,182220";"3-4";"2025-05-09 20:58:18,182220";"4";"1"
"5243";"2025-05-09 20:58:18,400284";"Saludable";"2025-05-09 20:58:18,400284";"9";"1"
"5244";"2025-05-09 20:58:18,577437";"Mas de 6 horas";"2025-05-09 20:58:18,577437";"10";"1"
"5245";"2025-05-09 20:58:18,758650";"Entre 5 y 6 horas";"2025-05-09 20:58:18,758650";"11";"1"
"5246";"2025-05-09 20:58:18,936514";"Deportes de equipo";"2025-05-09 20:58:18,936514";"12";"1"
"5247";"2025-05-09 20:58:20,208383";"1-2";"2025-05-09 20:58:20,208383";"4";"1"
"5248";"2025-05-09 20:58:20,385782";"Poco saludable";"2025-05-09 20:58:20,385782";"9";"1"
"5249";"2025-05-09 20:58:20,563991";"Entre 3 y 6 horas";"2025-05-09 20:58:20,563991";"10";"1"
"5250";"2025-05-09 20:58:20,747450";"Entre 5 y 6 horas";"2025-05-09 20:58:20,747450";"11";"1"
"5251";"2025-05-09 20:58:20,940400";"Correr";"2025-05-09 20:58:20,940400";"12";"1"
"5252";"2025-05-09 20:58:22,217080";"3-4";"2025-05-09 20:58:22,217080";"4";"1"
"5253";"2025-05-09 20:58:22,396512";"Poco saludable";"2025-05-09 20:58:22,396512";"9";"1"
"5254";"2025-05-09 20:58:22,573950";"Mas de 6 horas";"2025-05-09 20:58:22,574949";"10";"1"
"5255";"2025-05-09 20:58:22,758980";"Entre 5 y 6 horas";"2025-05-09 20:58:22,758980";"11";"1"
"5256";"2025-05-09 20:58:22,948552";"Caminatas";"2025-05-09 20:58:22,948552";"12";"1"
"5257";"2025-05-09 20:58:24,602729";"1-2";"2025-05-09 20:58:24,602729";"4";"1"
"5258";"2025-05-09 20:58:24,952138";"Regular";"2025-05-09 20:58:24,952138";"9";"1"
"5259";"2025-05-09 20:58:25,203447";"Menos de 3 horas";"2025-05-09 20:58:25,203447";"10";"1"
"5260";"2025-05-09 20:58:25,420662";"Entre 7 y 8 horas";"2025-05-09 20:58:25,420662";"11";"1"
"5261";"2025-05-09 20:58:25,600481";"Ciclismo";"2025-05-09 20:58:25,600481";"12";"1"
"5262";"2025-05-09 20:58:26,886435";"3-4";"2025-05-09 20:58:26,886435";"4";"1"
"5263";"2025-05-09 20:58:27,065654";"Regular";"2025-05-09 20:58:27,065654";"9";"1"
"5264";"2025-05-09 20:58:27,246376";"Entre 3 y 6 horas";"2025-05-09 20:58:27,246376";"10";"1"
"5265";"2025-05-09 20:58:27,479666";"Entre 7 y 8 horas";"2025-05-09 20:58:27,479666";"11";"1"
"5266";"2025-05-09 20:58:27,662615";"Entrenamiento de fuerza";"2025-05-09 20:58:27,662615";"12";"1"
"5267";"2025-05-09 20:58:28,933247";"3-4";"2025-05-09 20:58:28,933247";"4";"1"
"5268";"2025-05-09 20:58:29,112837";"Regular";"2025-05-09 20:58:29,112837";"9";"1"
"5269";"2025-05-09 20:58:29,294575";"Entre 3 y 6 horas";"2025-05-09 20:58:29,294575";"10";"1"
"5270";"2025-05-09 20:58:29,476029";"Entre 5 y 6 horas";"2025-05-09 20:58:29,476029";"11";"1"
"5271";"2025-05-09 20:58:29,667487";"Gimnasia";"2025-05-09 20:58:29,667487";"12";"1"
"5272";"2025-05-09 20:58:31,250124";"1-2";"2025-05-09 20:58:31,250124";"4";"1"
"5273";"2025-05-09 20:58:31,432672";"Saludable";"2025-05-09 20:58:31,432672";"9";"1"
"5274";"2025-05-09 20:58:31,712965";"Entre 3 y 6 horas";"2025-05-09 20:58:31,712965";"10";"1"
"5275";"2025-05-09 20:58:31,893559";"Entre 5 y 6 horas";"2025-05-09 20:58:31,893559";"11";"1"
"5276";"2025-05-09 20:58:32,074030";"Baile";"2025-05-09 20:58:32,074030";"12";"1"
"5277";"2025-05-09 20:58:33,365716";"3-4";"2025-05-09 20:58:33,365716";"4";"1"
"5278";"2025-05-09 20:58:33,555643";"Saludable";"2025-05-09 20:58:33,555643";"9";"1"
"5279";"2025-05-09 20:58:33,827544";"Entre 3 y 6 horas";"2025-05-09 20:58:33,827544";"10";"1"
"5280";"2025-05-09 20:58:34,007207";"Entre 7 y 8 horas";"2025-05-09 20:58:34,007207";"11";"1"
